,text,character
18363,"We all change, Lily. You know, you don't spell &quot;women&quot; with a &quot;Y&quot; anymore. And I'm okay with that. And you need to be okay with the fact that I may never become an environmental lawyer.",Marshall
18364,So how long have you felt this way?,Lily
18365,Honestly? Since my first day at GNB.,Marshall
18366,Hershey squirts.,Ted
18367,"Hey. How do you like my date's tux? Ooh! Uh, a-thank you! Oh, none for him. He's stuffed.",Robin
18368,"Oh! Zoey! There you are. Oh, my God. You have a monocle. Is this real? Is this really happening?",Ted
18369,Good luck k*ll James Bond. <em>(Zoey takes Ted away)</em> Are we allowed in here?,Ted
18370,"I want my crossword day back. Okay? Go live your perfect little life, and leave me the hell alone.",Ted
18371,"Oh, please, what's your biggest problem? Having to sail back to the marina because the Captain's all out of white Zin? Oh. Great. Now you're crying. Like that's going to get my sympathy.",Ted
18372,"You've known about this for two and a half years? So every time you've talked about wanting to be an environmental lawyer since then, that was a lie.",Lily
18373,"Technically, I never lied. You asked me questions, and I responded with made-up words.",Marshall
18374,What?,Lily
18375,"So, you'll probably quit GNB in a couple years, right?",Lily
18376,Affirmatootly.,Marshall
18377,And become an environmental lawyer?,Lily
18378,Yepskerdoodles.,Marshall
18379,"Hey, by the way, do you like this scarf?",Lily
18380,Posititochadochmecochepopocha.,Marshall
18381,Lawyered.,Marshall
18382,"Okay, that's also a made-up word.",Lily
18383,"Okay. Lily, what do you want from me? I want you to be the person I fell in love with.",Marshall
18384,Niled it.,Barney
18385,Thank God you're here. She's been messing with the exhibits.,Barney
18386,He seems like a good guy. He wears those red pants.,Ted
18387,"It's not crazy at all. I'm the same way. Look, Zoey, The Arcadian should be a landmark, it should. The lion head stonework is iconic. I hate that we have to tear it down. I hate working for GNB. They're a bunch of wieners and gonads.",Ted
18388,What?,Ted
18389,You tricked me.,Ted
18390,I'm sorry. Did you say someone knocked down the blue whale?,Robin
18391,"Oh, yeah, that story is legend... (phone ringing) Hold on....dary. And, um, would you happen to know what that young man's name was?",Barney
18392,Thank you.,Barney
18393,She caught me on tape trashing GNB.,Ted
18394,Really? You'd do that to your own wife?,Ted
18395,"No, you know what? Don't erase the tape. And for what it's worth, I don't think she's throwing temper tantrums. I just think she's, you know, standing up for what she believes in. I respect that.",Ted
18396,"Who's the master, Leroy?",Barney
18397,"Uh, no, uncle. Jerome Whittaker is my uncle.",Barney
18398,Jerry's my uncle.,Barney
18399,I want you.,Lily
18400,"No. I mean, I want you as opposed to who you've become. You've changed so much.",Lily
18401,No.,Lily
18402,"Yes, but I'm okay with that.",Lily
18403,"Actually, you're way better now. You last, like, two, three times as long.",Lily
18404,"It's okay. College Lily thinks those are orgasms. No, it's... it's none of that. It's just this new Marshall... Corporate Marshall... he wears suits all the time. He doesn't care about saving the world. He's not you. I want you back.",Lily
18405,"Actually, Jane's Addiction got back together.",Lily
18406,"Yeah, they've done a few tours, they put out a new album.",Lily
18407,Sure.,Lily
18408,Hey.,Marshall
18409,Hi.,Lily
18410,"Look, Lily, I know that you would have been okay if we were poor and I was trying to save the world, but will you still be okay if I make a lot of money and I spend all of it spoiling you and our kids?",Marshall
18411,We'll make it work.,Lily
18412,So when was the last time you saw him?,Robin
18413,"It was that day... July 23, 1981. My mom got pretty mad that he let me destroy a New York City landmark.",Barney
18414,Moms.,Robin
18415,He never came around anymore after that. Think he moved away.,Barney
18416,"Well, maybe the security guy had it wrong. You never know...",Robin
18417,"But you do know, you do know. That's the thing. You know. He's my dad.",Barney
18418,"Barney, do you want...?",Robin
18419,"I don't want to do anything. Don't tell anyone about this, okay?",Barney
18420,"I'm serious. It's a great look. I think it could come back, but one question. Does it cost half as much as glasses?",Ted
18421,"Oh, I thought we were...",Ted
18422,What?,Ted
18423,Thanks.,Ted
18424,"You look gross when you cry, you know that? Some women look cute. You look like a basset hound.",Ted
18425,"Bring it on, Princess.",Ted
18426,"Oh, God, I have been craving this burger all day.",Robin
18427,Do you know what plays a huge role in helping a woman conceive? Cervical mucus.,Lily
18428,"Oh, my God, I can't wait to see this movie. I hear it's really scary.",Robin
18429,"Oh, change of plans. I thought violent images wouldn't be good for my future fetus, so instead, I rented this video of a live water birth.",Lily
18430,They don't know what it is. It just showed up on my mom's X-ray.,Robin
18431,Look at this crib.,Lily
18432,"Oh, you're wearing a flower.",Marshall
18433,Thank you.,Barney
18434,"Ah, didn't compliment. Just observed.",Marshall
18435,I know. Isn't it?,Barney
18436,Why are you wearing that?,Robin
18437,Why does Barney do anything ever?,Ted
18438,"Exactly. Science. There is an 83% correlation between the times men wear boutonnieres and the times they get laid. Think about it. Proms, weddings. Grandmas' funerals. Thanks for the redhead, Nana. The &quot;everyday boutonniere&quot; by Stinson.",Barney
18439,"And nope. I'm sorry, Barney, but no girl is going home with a guy with a flower on his chest. Unless he's a clown, and she's in the trunk of his car.",Robin
18440,Along with 50 other clowns. It's a clown car. Oh.,Marshall
18441,"Robin, did you know that boutonniere is French for &quot;bootie is near?&quot; True story. Une histoire vraie.",Barney
18442,Hmm! Did you know that Barney is French for &quot;sad little guy who works way too hard to get laid&quot;&quot;,Robin
18443,"Woman, you best check yourself.",Barney
18444,"Yeah, on the bright side, I guess suits are pretty boring without them, so...",Robin
18445,Madam... that is an insult that cannot be borne! I demand satisfaction!,Barney
18446,"What, are we gonna duel?",Robin
18447,"No. I'm going to show everyone this embarrassing video of you. It's Robin Sparkles III, y'all!",Barney
18448,I cannot wait to see what's on this DVD!,Barney
18449,"Oh, you haven't watched it yet?",Marshall
18450,"No, of course not. I wanted my first time to be with someone I cared about.",Barney
18451,"Sweet! I get that a lot. Well, once.",Marshall
18452,"Hey, Robin, do you want to go get a Korean massage on Saturday?",Lily
18453,"Oh, I'd love to. I've got this knot in my neck that's so annoying.",Robin
18454,"Yeah, I figured I should get one now because once I get pregnant, no more massages. Just so annoying.",Lily
18455,Space Teens?! Is this a porno?,Barney
18456,"No, no. Dude, dude. Sweet! It's a kids' show.",Robin
18457,"I don't know. This does have all the earmarks of p*rn. Stripper pole, bad lighting, delusional girl who thinks it's a stepping stone to mainstream success.",Ted
18458,"Yeah, yeah, yeah, it's a big old bowl of pornflakes. Whoa! And who is this exquisite keytarist I assum you're about to make sweet love to?",Barney
18459,"Oh, that's Jessica Glitter. She was my BFF on the show and in real life.",Robin
18460,"Ah, BFFs. Did you guys have sleepovers? Get mad at each other and wrestle, but then end up kissing in a tender embrace? Here, show us on Lily.",Barney
18461,"Barney, you know what? If you're going to be disgusting, we're not watching this, okay?",Robin
18462,"Yeah. Come on, Barney. It's just a cute little story about... What exactly is this about?",Lily
18463,"Oh, two average Canadian teenagers who solve crimes in space using math.",Robin
18464,That sounds ridiculous.,Marshall
18465,"Oh. Oh. I have to say, as much as I hate to agree with Barney, this does seem to be a veritable pornucopia.",Lily
18466,"Okay, guys, come on. It's a kids' show! Like Electric Company or Sesame Street or, um...",Robin
18467,You can't do that on television.,Marshall
18468,Exactly.,Robin
18469,No. You can't do that on television!,Marshall
18470,"Robin, this show is so dirty, I don't know whether to hug you or run a shower for you so you can sit there alone, crying and clenching your knees.",Ted
18471,"It's just bad camera work, okay? Wayne, our camera guy... he wasn't that great.",Robin
18472,"I don't know. I think he did a pretty good job, considering he was probably only using one hand.",Marshall
18473,"You know what? I feel bad for you Americans, that you can look at this wondrous and educational adventure through space, and see something obscene. Can you just please try to look at this with the innocence of a child?",Robin
18474,"I'm sorry. We got to ration this. It's like we're on a desert island, and this video is a really hot, naked chick, and she's got, like, seaweed on her and a seashell bra. You all feel me?",Barney
18475,"Hey, if you and Jessica are BFFs, how come we've never met her?",Lily
18476,"Okay, well, it was a long time ago, okay? I get a Christmas card from her every year, but we're not really friends anymore.",Robin
18477,But BFFs are forever.,Lily
18478,"Oh, come on, Lily. Nobody stays friends with their high school friends.",Marshall
18479,I'm still friends with Punchy.,Ted
18480,"Dude, he lives in Cleveland. You see him once a year, at which point, he punches you really hard in the arm and tells everyone how you dookied your pants. I know, on paper he sounds great, but you guys aren't really friends.",Marshall
18481,"Look, I may not see him a lot, but it doesn't matter. Observe.",Ted
18482,Punchy!,Ted
18483,"Yeah, you, too. If you're ever in New York.",Ted
18484,We are just two peas.,Ted
18485,I don't get it. How can you and Glitter just stop being friends? Best friends don't do that.,Lily
18486,"Well, we did, okay? And I haven't talked to her in, like, five years, so just drop it. I got to go.",Robin
18487,Whoa. What do you think came between Robin and Jessica?,Lily
18488,"Much like our friends, the Space Teens, I think I can solve this crime with math. Okay... Okay, here is a Christmas card that Jessica sent Robin. Lily, how old would you say that kid is?",Ted
18489,"Four years, three months.",Lily
18490,Which means Jessica got pregnant five years ago. Right around the time she and Robin stopped being friends.,Ted
18491,Of course. Robin hates kids.,Marshall
18492,The last thing she would want to do is hang out with some little brat.,Barney
18493,"Thus, if I may... When Glitter's womb a fruit did bear, Robin said, &quot;To hell with this, I'm outta hare. Glitter got pregnant, so Robin dumped her.",Ted
18494,"That's got to be it, right, Lil? Lil?",Marshall
18495,Robin's gonna dump me!,Lily
18496,"Oh, sweetheart.",Marshall
18497,When a second uterus plumped becomes...,Ted
18498,Dude. Feel the room.,Marshall
18499,No.,Robin
18500,We've been waiting all day!,Ted
18501,Just watch it without me.,Robin
18502,Two dudes on the couch together watching p*rn? That's kind of weird.,Barney
18503,"Okay, it's not p*rn, it's a kids' show.",Robin
18504,Two dudes watching a kids' show might be worse.,Ted
18505,"Okay, fine, I'll watch it with you. Yeah! But if either of you makes even one peep about the show being dirty, I'm turning it off.",Robin
